color,score,opening,opening_name,moves,date,time_control,moves_pgn,white_elo,black_elo,elo,platform
black,win,e4 e5 Nc3 Nc6,Unknown,21,2025.10.08,60,e4 e5 Nc3 Nc6 Bc4 h6 Nf3 Nf6 O-O Bb4 d3 Bxc3 b3 d6 Bd2 Bxa1 Qxa1 Be6 d4 Bxc4 bxc4 exd4 Re1 O-O e5 Nxe5 Nxd4 Nxc4 Qc3 Nxd2 Qxd2 Qd7 Re3 Rae8 Rg3 Qe7 h3 Ne4 Rg4 Nxd2,492,516,516,chess.com
black,loss,e4 e5 d4 exd4,Unknown,27,2025.10.08,60,e4 e5 d4 exd4 Nf3 Nc6 Nxd4 Nxd4 Qxd4 Nf6 e5 Nh5 Be2 g6 Bxh5 gxh5 e6 fxe6 Qxh8 Qg5 Bxg5 d5 Kf1 e5 Bf6 Be6 Bxe5 O-O-O Qxh7 d4 c3 d3 Bd4 c5 Qg6 Bc4 Qxd3 Bxd3+ Ke1 Re8+ Kd2 cxd4 Kxd3 Bc5 cxd4 Bd6 Rc1+ Kb8 Nc3 Rf8 Ne4 Rxf2 Nxf2,487,484,484,chess.com
black,loss,e4 e6 Nf3 d5,French Defence,27,2025.10.08,60,e4 e6 Nf3 d5 exd5 exd5 Nc3 Nf6 Bb5+ c6 Ba4 Bb4 a3 Bxc3 dxc3 b5 Bb3 c5 c4 bxc4 Ba2 O-O Be3 Qc7 O-O Nbd7 b3 Rb8 bxc4 dxc4 Rb1 Rxb1 Qxb1 Qd6 Rd1 Qe6 Ng5 Qf5 Bxc5 Ne4 Nxe4 Qxe4 Bxf8 Kxf8 Re1 Qh4 Qd1 Nf6 Qd6+ Kg8 Qd8+ Ne8 Qxe8#,480,476,476,chess.com
black,loss,e4 Nf6 Nc3 Nc6,Alekhine's Defence,12,2025.10.08,60,e4 Nf6 Nc3 Nc6 d4 e5 Nf3 exd4 Nxd4 Nxd4 Qxd4 Bd6 Bg5 O-O e5 Qe8 O-O-O Bxe5 Qh4 Bxc3 Bd3 Nd5 Qxh7#,493,468,468,chess.com
black,win,e4 e5 Nc3 Nc6,Unknown,62,2025.10.08,60,e4 e5 Nc3 Nc6 Bb5 Bc5 Nf3 Nf6 Bxc6 dxc6 Nxe5 O-O Qf3 Bg4 Nxg4 Nxg4 Qxg4 Bxf2+ Kxf2 f5 exf5 Qd4+ Kf1 Qxg4 d3 Rxf5+ Ke1 Qxg2 Ne2 Qxh1+ Kd2 Qg2 b3 Rf2 Bb2 Rxe2+ Kc3 Rxc2+ Kb4 Rxb2 Re1 Rxa2 Re7 a5+ Kc4 Qd5+ Kc3 Ra1 Kd2 b5 Ke3 a4 Re4 axb3 Rd4 Qxd4+ Kxd4 b2 Ke4 b1=Q Kd4 Qe1 Kc5 Qf1 Kd4 Qg1+ Kc3 Qxh2 Kd4 Qh3 Kc3 Qh4 Kc2 Qg3 Kd2 Qg4 Kc2 Qg5 Kc3 Qg6 Kc2 Qf6 Kd2 Qf7 Kc2 Qe8 Kc3 Qd8 Kc2 Qc8 Kd2 Qb7 Ke2 Qb6 Kd2 Qa5+ Ke3 Qb4 Ke2 Qb3 Ke3 Qa2 d4 Qb2 Ke4 Qb1+ Ke5 Qb2 Ke6 Qb3+ d5 Qb4 d6 cxd6 Ke7 Qc4 Kd7 Qc3 Kc7 Qc2 Kb7 Qc1,460,490,490,chess.com
black,loss,d4 d5 e4 dxe4,Queen's Gambit,51,2025.10.08,180+2,d4 d5 e4 dxe4 Nc3 Nf6 Bg5 e6 Nxe4 Bd6 Bxf6 gxf6 Nf3 f5 Nc3 Bb4 Bd3 Bxc3+ bxc3 Nc6 O-O Qe7 Re1 Bd7 Bxf5 O-O-O d5 Na5 Qd4 c5 dxc6 Bxc6 Qxa7 Nc4 Nd4 Qg5 Nxc6 bxc6 Qa6+ Kc7 Qxc4 Qxf5 Qe4 Qg5 Qe5+ Qxe5 Rxe5 Rd2 a4 Rxc2 a5 Rd8 a6 Rcd2 h4 Rd1+ Rxd1 Rxd1+ Kh2 Ra1 Rh5 Rxa6 Rxh7 Ra4 Rxf7+ Kd6 f4 Rc4 h5 e5 h6 e4 h7 e3 h8=Q Re4 Qd8+ Kc5 Qa5+ Kc4 Qb4+ Kd3 Rd7+ Ke2 Qxe4 Kf2 Re7 Kf1 f5 Kf2 f6 Kf1 f7 Kf2 g4 Kf1 g5 e2 g6 e1=Q Qxe1#,1474,464,464,chess.com
black,win,e4 e5 Nc3 Nc6,Unknown,26,2025.10.08,600,e4 e5 Nc3 Nc6 Bc4 f5 f4 fxe4 Nxe4 exf4 d4 Nf6 Nxf6+ Qxf6 Nf3 d6 O-O Bd7 d5 Na5 Bb3 O-O-O Nd4 g5 Qd3 Bg7 Bd2 Nxb3 Nxb3 Rhe8 Na5 b6 Nc6 Bf5 Qa6+ Kd7 Nxd8 Kxd8 c3 Bg4 Qxa7 Re2 Rad1 Qe5 Qb8+ Kd7 Rde1 Qxd5 Bxf4 Qxg2#,923,940,940,chess.com
black,loss,e4 e6 d4 d5,French Defence: Standard,32,2025.10.09,600,e4 e6 d4 d5 Nc3 Nc6 Bb5 Bd7 exd5 exd5 Nf3 Nf6 Bg5 Bb4 Bxf6 Qxf6 Bxc6 Bxc6 O-O O-O-O Ne5 Bxc3 Nxc6 Qxc6 bxc3 Qxc3 Qg4+ Kb8 Qxg7 Qxd4 Qxd4 a6 Rab1 Rhg8 g3 f5 Qb4 b6 a4 Rg7 Rfd1 Rdg8 c4 f4 c5 fxg3 fxg3 a5 Qb5 h5 cxb6 cxb6 Qxb6+ Kc8 Rxd5 Rxg3+ hxg3 Rxg3+ Kf2 h4 Rc1+ Rc3 Rxc3#,940,915,915,chess.com
black,loss,e4 d5 exd5 Qxd5,Scandinavian Defence,19,2025.10.09,600,e4 d5 exd5 Qxd5 Nc3 Qd6 Nf3 e6 d4 Nc6 Bb5 b6 Qe2 Bb7 d5 a6 dxc6 Bxc6 Bxc6+ Qxc6 O-O Bb4 Bd2 Nf6 a3 Bxc3 Bxc3 Nd5 Qd3 O-O Ng5 g6 Rfe1 Rad8 Nxh7 Kxh7 Qh3+,924,929,929,chess.com
black,win,e4 c6 d4 d5,Caro-Kann Defence: Main Line,26,2025.10.09,600,e4 c6 d4 d5 f3 c5 exd5 Qxd5 Ne2 cxd4 Nxd4 Nc6 Nc3 Qe5+ Be2 Nxd4 Be3 Qxe3 Nd5 Qe5 c4 Bf5 g4 Nxf3+ Kf2 Bxg4 Bxf3 Qxb2+ Kg3 O-O-O Bxg4+ e6 Rb1 Qe5+ Kh3 f5 Qb3 fxg4+ Kg2 Qe2+ Kg1 Bc5+ Ne3 Bxe3+ Qxe3 Qxe3+ Kg2 Rd2+ Kf1 Qf2#,916,943,943,chess.com
black,win,e4 d5 exd5 Qxd5,Scandinavian Defence,31,2025.10.09,600,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 Bg4 Be2 Bxf3 Bxf3 c6 d4 e6 O-O Nf6 Bg5 Be7 Re1 Nfd7 Bxe7 Qxe7 d5 O-O dxc6 bxc6 Bxc6 Nxc6 Nd5 Qg5 Nc7 Rad8 Qe2 Qe5 Qxe5 Ndxe5 b4 Ng6 Rad1 Rxd1 Rxd1 Nxb4 c3 Nxa2 Ra1 Nxc3 Rxa7 Nd5 Nxd5 exd5 Ra4 Rd8 Rd4 Ne7 g4 Nc6 Rd3 d4 Kg2 Ne5,908,909,909,chess.com
black,loss,d4 d5 Bf4 Nc6,Queen's Gambit,27,2025.10.10,600,d4 d5 Bf4 Nc6 e3 Bf5 Nd2 f6 Ngf3 e5 dxe5 fxe5 Nxe5 Nxe5 Bxe5 Nf6 Qf3 Bd6 Qxf5 O-O f4 Bxe5 Qxe5 c5 e4 dxe4 Nxe4 Re8 Nxf6+ Kf8 Nxe8 Qxe8 Qxe8+ Rxe8+ Be2 Re4 g3 Kf7 Rf1 Kf6 Rf2 Rd4 Bd3 g5 O-O-O gxf4 Bxh7 Kg5 gxf4+ Rxf4 Rxf4 Kxf4,930,900,900,chess.com
black,win,Nc3 e5 d4 exd4,Unknown,67,2025.10.10,600,Nc3 e5 d4 exd4 Nd5 c6 Nf4 Bc5 Nf3 Nf6 e3 dxe3 fxe3 d5 e4 Nxe4 Ne5 O-O Nh5 Nd7 Qg4 g6 Bh6 Nxe5 Qf4 Re8 O-O-O Nf2 Nf6+ Kh8 Nxe8 Nxd1 Bg7+ Kg8 Bxe5 Qxe8 Qf6 Kf8 Qg7+ Ke7 Bf6+ Kd7 Kxd1 Kc7 Be5+ Kb6 Bd4 Bg4+ Kd2 Bxd4 Qxd4+ Kc7 Qxg4 Qe7 Bd3 Re8 Qg3+ Kb6 a4 Qb4+ Kc1 Qxa4 Qf2+ Kc7 Kd2 Qa5+ c3 c5 Qxf7+ Kd8 Qxd5+ Kc8 Be4 Rd8 Re1 Rxd5+ Bxd5 Qd8 Re5 b5 Kd3 Kc7 b3 Kb6 Kc2 a5 Re6+ Kc7 Rc6+ Kb8 Rxc5 Qe8 Rxb5+ Qxb5 Bc4 Qf5+ Kb2 Qf2+ Ka3 Qxg2 b4 Qxh2 bxa5 g5 Kb4 g4 a6 g3 Bb5 g2 c4 g1=Q Ka5 Qa2+ Kb4 Qgb1+ Kc5 Qf2+ Kc6 Qg6+ Kd5 Qgf5+ Kc6 Qh4 Kb6 Qhf6+ Ka5 Qb1 Ka4 Qba1+ Kb4 Qd6+,908,908,908,chess.com
black,win,e4 e5 Nc3 Nc6,Unknown,28,2025.10.10,?,e4 e5 Nc3 Nc6 Bc4 Nf6 d3 Bc5 f4 d6 f5 Nd4 Be3 c6 Bxd4 exd4 Na4 b5 Nxc5 bxc4 Na4 Qa5+ c3 cxd3 Nf3 c5 O-O Bd7 b3 Bxa4 bxa4 c4 e5 dxe5 Nxe5 dxc3 Re1 O-O Nxc4 Qc5+ Ne3 d2 Re2 Rae8 Kf2 Ng4+ Kf1 Nxe3+ Rxe3 Qxe3 Qc2 Qe1+ Rxe1 dxe1=Q#,908,3200,3200,chess.com
black,loss,e4 d5 Nc3 d4,Scandinavian Defence,27,2025.10.10,60,e4 d5 Nc3 d4 Nce2 e5 c3 d3 Ng3 Nf6 Nf3 Bg4 h3 Bxf3 gxf3 Nc6 Bxd3 Qxd3 Qe2 Qc2 O-O O-O-O d4 Qxe2 Nxe2 exd4 cxd4 Nxd4 Nxd4 Rxd4 Be3 Rd8 Rad1 Bd6 Bxa7 b6 a4 Kb7 e5 Bxe5 Rfe1 Kxa7 f4 Bxf4 Re7 Rxd1+ Kg2 Rhd8 Rxf7 Nh5 Rxc7+ Kb8 Rxg7,469,473,473,chess.com
black,win,g3 e5 Bg2 Nf6,Unknown,28,2025.10.10,60,g3 e5 Bg2 Nf6 d3 d5 f4 exf4 gxf4 Nc6 e4 Bg4 Bf3 Bxf3 Qxf3 Bd6 exd5 Nb4 c3 Nc2+ Kd1 Nxa1 Qe2+ Be7 d6 cxd6 Be3 O-O Nf3 Rc8 Ng5 Nd5 c4 Nxe3+ Qxe3 Bxg5 fxg5 f6 gxf6 Qxf6 Nc3 Rcd8 Qd4 d5 Qc5 Qh6 Nxd5 Qh5+ Kd2 Rf2+ Kc3 Qe2 b4 Qb2#,434,476,476,chess.com
black,loss,e4 e5 Qh5 Nc6,Unknown,4,2025.10.10,60,e4 e5 Qh5 Nc6 Bc4 Nf6,484,484,484,chess.com
black,win,e4 e5 Nf3 Nc6,Unknown,36,2025.10.10,60,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6 Nc3 c6 Bg5 d5 O-O-O dxe4 Nxe4 Qxd4 Rxd4 Bc5 Rd1 Nxe4 Bf4 O-O Bc4 Nxf2 Be5 Nxd1 Rxd1 Bg4 Rd3 Rae8 Bc3 Be2 Rd4 Bxd4 Bxd4 Bxc4 b3 Re2 Kb2 Rxg2 Bxa7 Be2 Bc5 Rxh2 Bxf8 Kxf8 a4 f6 a5 f5 b4 f4 Ka3 Bb5 c4 Bxc4 Ka4 Bb5+ Kb3 Rh3+ Kc2 f3 Kd2 f2 Kc2 f1=Q Kb2 Qg2+,496,493,493,chess.com
black,loss,e4 e5 Nc3 Bc5,Unknown,35,2025.10.10,60,e4 e5 Nc3 Bc5 Bc4 Nf6 f4 Ng4 Qxg4 d5 Qxg7 Rf8 fxe5 dxc4 Nf3 Be6 Ng5 Qe7 Nxh7 f6 Qxe7+ Bxe7 Nxf8 Bxf8 O-O Nc6 Rxf6 Ke7 Nd5+ Bxd5 exd5 Nxe5 Rh6 Bxh6 d3 cxd3 cxd3 Nxd3 Bxh6 Nxb2 Rb1 Nd3 Rd1 Ne5 Re1 Kd6 Bf4 Re8 Bxe5+ Rxe5 Rxe5 Kxe5 Kf2 Kxd5 g4 c5 Kf3 Ke6 g5 Kf7 Kg4 Kg6 h4 c4 h5+ Kg7 Kf5 c3 h6+,500,463,463,chess.com
black,loss,e4 e5 d4 exd4,Unknown,21,2025.10.10,60,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Nf6 Nc3 Bb4 Bd2 Kf8 Qe2 h5 O-O-O h4 Bg5 a5 Bxf6 Qxf6 Nf3 Bxc3 bxc3 Qxc3 Rd3 Qa1+ Kd2 Nb4 Rb3 Qxa2 Qc4 Ra6 Qxc7 Ra8 Ne5 Ke7 Qc5+ Kf6 Qd6+ Kg5 Nf3+,505,492,492,chess.com
black,loss,e4 e5 Qh5 Nc6,Unknown,22,2025.10.10,60+1,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 Ne2 Bg7 O-O O-O Nbc3 d6 d3 Bg4 Qg3 Qd7 Qh4 Rae8 Bh6 Be6 Bxg7 Kxg7 Ng3 Bxc4 dxc4 Nd4 Qg5 Qg4 Qxg4 Nxg4 h3 Nf6 Rad1 Nxc2 Rc1 Nd4 Rcd1 h6 b4 a6 Nge2,503,612,612,chess.com
black,loss,e4 e5 Nf3 Nc6,Ruy Lopez: Morphy Defence,43,2025.10.10,60+1,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nf6 O-O Nxe4 d4 exd4 Re1 Qe7 Nbd2 f5 g4 g6 gxf5 gxf5 c3 dxc3 bxc3 Ne5 Qc2 Nxf3+ Nxf3 Bh6 Bxh6 Rg8+ Kf1 Qf6 Bg5 Qg6 Bh4 Rg7 Ke2 a5 Kd1 a4 Bd5 c6 Bxe4 fxe4 Qxe4+ Qxe4 Rxe4+ Re7 Rxe7+ Kf8 Kc2 Bb7 Rxd7 Rb8 Ne5 Bc8 Rf7+ Kg8 Rd1 Be6 Re7 b4 Rxe6 b3+ axb3 axb3+ Kb2 c5 Rg1+ Kf8 Be7+ Ke8 Bd6+ Kd8 Bxb8 Kc8 Rg8+ Kb7 Rg7+ Ka8 Re8 c4 Bd6#,514,495,495,chess.com
black,loss,d4 e5 dxe5 Nc6,Unknown,4,2025.10.10,60+1,d4 e5 dxe5 Nc6 Nf3 Nxe5 Nxe5,490,487,487,chess.com
black,win,e4 c6 Nc3 d5,Caro-Kann Defence,24,2025.10.10,60+1,e4 c6 Nc3 d5 e5 Bf5 d4 e6 Nf3 Bb4 Bd2 Ne7 Bd3 Bg6 Bxg6 hxg6 O-O Nd7 Re1 Qc7 a3 Bxc3 Bxc3 O-O-O Ng5 Rdf8 Qf3 Nf5 g4 Rh5 gxf5 Rxg5+ Kh1 Rxf5 Qg4 Rh8 Kg1 Qd8 b4 Rh4 Qxh4 Qxh4 Rf1 Rh5 a4 Qxh2#,479,514,514,chess.com
black,win,e4 Nc6 Nc3 d5,Unknown,31,2025.10.10,60+1,e4 Nc6 Nc3 d5 exd5 Nb4 a3 Nxd5 Nxd5 Qxd5 Nf3 Bd7 d4 a6 Bd3 Bb5 Bxb5+ axb5 O-O Nf6 Bg5 h6 Bxf6 exf6 Re1+ Be7 b3 O-O-O c4 bxc4 bxc4 Qxc4 a4 g5 a5 g4 Qa4 Qxa4 Rxa4 gxf3 gxf3 Rhg8+ Kf1 Kd7 Rb4 Bxb4 Ra1 Ra8 d5 Rxa5 Re1 Bxe1 Kxe1 Re8+ Kf1 Ra1+ Kg2 Kd6 h3 Kxd5,471,480,480,chess.com
black,win,e4 e6 d4 d5,French Defence: Standard,59,2025.10.10,600,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Nge7 Bb5 Bd7 dxc5 Nf5 O-O Bxc5 b4 Be7 Be3 Nxe3 fxe3 Qc7 Na3 O-O Rb1 Rad8 Qe1 Nxe5 Nxe5 Qxe5 Nc2 Bxb5 Rf3 Bd6 Rh3 Bd3 Rb2 d4 Qh4 h6 exd4 Qe2 Rf3 Qd1+ Qe1 Qxe1+ Nxe1 Be4 Re3 f5 a4 Rc8 Nc2 Bxc2 Rxc2 Rf6 b5 f4 Rf3 b6 c4 g5 c5 bxc5 a5 e5 b6 axb6 axb6 Rb8 dxc5 Be7 Rb3 Rc6 b7 Rxc5 Rxc5 Bxc5+ Kf1 Kf7 Rc3 Bb4 Rb3 Ba5 Rb5 Bd8 Kf2 Ke6 Kf3 Kd6 Ke4 Kc6 Rb1 Rxb7 Rxb7 Kxb7 Kxe5 Bc7+ Kf5 f3 gxf3 Bxh2 Kg6 Bf4 Kxh6 Kc6 Kh5 Kd5 Kg4 Kd4 Kf5 Ke3 Kg4 Kf2 Kf5 Kxf3,900,907,907,chess.com
black,win,e4 e5 Nf3 Nc6,Italian Game: Giuoco Piano,4,2025.10.10,600,e4 e5 Nf3 Nc6 Bc4 Bc5,882,908,908,chess.com
black,loss,e4 e5 Nc3 Nf6,Unknown,26,2025.10.10,600,e4 e5 Nc3 Nf6 f4 exf4 e5 Ng8 d4 d5 Bxf4 Nc6 Nf3 Bg4 Be2 Bxf3 Bxf3 f6 Bxd5 fxe5 Bxc6+ bxc6 Bxe5 Bd6 Bxg7 Bb4 Bxh8 Qh4+ g3 Qe4+ Qe2 Qxe2+ Kxe2 O-O-O Rhf1 Ne7 Bf6 Re8 Bxe7 Bxe7 Rae1 Bg5+ Kd3 Rd8 h4 Bh6 Re7 c5 Rxh7 cxd4 Nb5,917,921,921,chess.com
black,win,e4 e5 Nc3 Nc6,Unknown,16,2025.10.11,600,e4 e5 Nc3 Nc6 Bc4 Bc5 Qg4 g6 f4 Nf6 Qh4 Qe7 Nf3 exf4 Qxf4 O-O e5 d6 d4 dxe5 Nxe5 Bxd4 Nd5 Nxd5 Bxd5 Bxe5 Qf3 Bxb2+ Be4 Bxa1,897,925,925,chess.com
black,loss,d4 d5 c4 e6,Queen's Gambit Declined,24,2025.10.11,600,d4 d5 c4 e6 Nc3 Bb4 Qd3 Nc6 e4 Qe7 exd5 exd5+ Be2 Bg4 cxd5 Bxc3+ bxc3 Bxe2 Nxe2 Na5 Qb5+ c6 Qxa5 Nf6 Ba3 Qe4 Qc5 Nxd5 O-O O-O-O Qxa7 Qxe2 Rab1 Rd7 Qa8+ Kc7 Qxh8 Nxc3 Rbe1 Qxa2 Be7 Rxd4 Qxg7 h5 Qxd4 Qe2 Qd8#,942,917,917,chess.com
black,loss,e4 e5 Nc3 c6,Unknown,18,2025.10.11,600,e4 e5 Nc3 c6 f4 exf4 d4 d5 e5 g5 Nf3 Be6 Bd3 Bg7 g3 g4 Nh4 fxg3 hxg3 Nd7 Bf4 f6 Qd2 fxe5 Bxe5 Nxe5 O-O-O Nxd3+ Qxd3 Qb6 Rde1 c5 Nxd5 Qa6 Nc7+,925,919,919,chess.com
black,loss,e4 c6 Nf3 d5,Caro-Kann Defence,23,2025.10.11,600,e4 c6 Nf3 d5 Nc3 d4 Ne2 Nf6 Nexd4 Nxe4 Bc4 e5 d3 Nf6 Nxe5 Qxd4 Bxf7+ Ke7 Nf3 Qb6 Ng5 h6 Qe2+ Kd7 Qe6+ Kc7 Bf4+ Kd8 Qc4 hxg5 Bxg5 Rh5 h4 Nd7 Bxh5 Be7 O-O Nxh5 Qg8+ Kc7 Bxe7 Qxb2 Qd8+ Kb8 Bd6#,946,917,917,chess.com
black,win,e4 e5 d3 Nf6,Unknown,29,2025.10.12,300,e4 e5 d3 Nf6 Nc3 Bb4 Be3 Bxc3+ bxc3 O-O Nf3 Nc6 Be2 d5 O-O dxe4 dxe4 Nxe4 Bd3 Nxc3 Qd2 Nd5 c4 Nxe3 Qxe3 Bg4 h3 Bxf3 Qxf3 Re8 Rad1 a6 Qe4 g6 c5 b6 Qxc6 e4 Bxe4 Qe7 Rfe1 Rad8 Rxd8 Rxd8 Bxg6 Qxe1+ Kh2 hxg6 Qxc7 Rd2 Qxb6 Qxf2 Qc6 Qf4+ Kh1 Rd1#,461,480,480,chess.com
black,draw,e4 e5 Nc3 c6,Unknown,57,2025.10.12,300,e4 e5 Nc3 c6 f4 exf4 d4 f3 Nxf3 Qf6 Bg5 Qe6 Bd3 d5 e5 Qg4 O-O f6 Bf4 Qxf4 b4 Qe3+ Kh1 Bxb4 Re1 Qf2 Re2 Qxe2 Qxe2 Bxc3 Rf1 Bg4 exf6+ Kf7 h3 Bxf3 Rxf3 Nxf6 Qe5 Re8 Qc7+ Kf8 Qxb7 Re1+ Kh2 Bxd4 Qxa8 Be5+ Rg3 Bxg3+ Kxg3 Re3+ Kf2 Re8 Qxa7 Nbd7 a4 Ne5 a5 Nxd3+ cxd3 Nh5 a6 Nf4 Qb7 Nxd3+ Kg3 Re7 Qxe7+ Kxe7 a7 Ne5 a8=Q d4 Qb7+ Kd6 Qb4+ c5 Qb6+ Kd5 Kf4 d3 Qe6+ Kd4 Qxe5+ Kc4 Qe3 Kc3 Qxc5+ Kd2 Qd4 h6 g4 g5+ Kf3 Kc2 Qe3 Kc3 Ke4 Kc2 Qxd3+ Kb2 Ke3 h5 Kd2 hxg4 hxg4 Ka2 Qd4 Kb3 Qc5 Ka4 Kc2,479,465,465,chess.com
